experiment,layer,alpha,control_type,n,normal_margin_mean,intervened_margin_mean,delta_margin_mean,delta_toward_yes_mean,delta_toward_no_mean,no_to_yes_flips,no_to_yes_flip_rate,yes_to_no_flips,yes_to_no_flip_rate
A_add_direction,21,0.25,real_direction,95,13.41233552631579,9.288157894736843,-4.124177631578948,-4.124177631578948,4.124177631578948,0,0.0,0,0.0
A_add_direction,21,0.5,random_direction_0,95,13.41233552631579,13.563322368421053,0.15098684210526317,0.15098684210526317,-0.15098684210526317,0,0.0,0,0.0
A_add_direction,21,0.5,random_direction_1,95,13.41233552631579,13.078618421052632,-0.3337171052631579,-0.3337171052631579,0.3337171052631579,0,0.0,0,0.0
A_add_direction,21,0.5,random_direction_2,95,13.41233552631579,13.90361842105263,0.4912828947368421,0.4912828947368421,-0.4912828947368421,0,0.0,0,0.0
A_add_direction,21,0.5,real_direction,95,13.41233552631579,5.463157894736842,-7.949177631578947,-7.949177631578947,7.949177631578947,0,0.0,2,0.021052631578947368
A_add_direction,21,1.0,random_direction_0,95,13.41233552631579,13.374671052631578,-0.037664473684210525,-0.037664473684210525,0.037664473684210525,0,0.0,0,0.0
A_add_direction,21,1.0,random_direction_1,95,13.41233552631579,12.494407894736842,-0.9179276315789474,-0.9179276315789474,0.9179276315789474,0,0.0,0,0.0
A_add_direction,21,1.0,random_direction_2,95,13.41233552631579,14.113980263157895,0.7016447368421053,0.7016447368421053,-0.7016447368421053,0,0.0,0,0.0
A_add_direction,21,1.0,real_direction,95,13.41233552631579,0.22532894736842105,-13.187006578947368,-13.187006578947368,13.187006578947368,0,0.0,32,0.3368421052631579
A_add_direction,21,1.5,random_direction_0,95,13.41233552631579,12.776809210526316,-0.6355263157894737,-0.6355263157894737,0.6355263157894737,0,0.0,0,0.0
A_add_direction,21,1.5,random_direction_1,95,13.41233552631579,11.717927631578947,-1.6944078947368422,-1.6944078947368422,1.6944078947368422,0,0.0,0,0.0
A_add_direction,21,1.5,random_direction_2,95,13.41233552631579,13.975822368421053,0.5634868421052631,0.5634868421052631,-0.5634868421052631,0,0.0,0,0.0
A_add_direction,21,1.5,real_direction,95,13.41233552631579,-2.056578947368421,-15.46891447368421,-15.46891447368421,15.46891447368421,0,0.0,95,1.0
A_add_direction,22,0.25,random_direction_0,95,13.41233552631579,13.518585526315789,0.10625,0.10625,-0.10625,0,0.0,0,0.0
A_add_direction,22,0.25,random_direction_1,95,13.41233552631579,13.077631578947368,-0.3347039473684211,-0.3347039473684211,0.3347039473684211,0,0.0,0,0.0
A_add_direction,22,0.25,random_direction_2,95,13.41233552631579,13.738486842105264,0.3261513157894737,0.3261513157894737,-0.3261513157894737,0,0.0,0,0.0
