contrast,site,layer,n,mean_direction_cosine,median_direction_cosine,std_direction_cosine,mean_base_direction_norm,mean_ci_direction_norm,mean_direction_norm_ratio
AC_C_minus_A,recipient_last,9,87,-0.0054885877788751975,0.0,0.03324955462893227,0.007430568251801634,0.006844950989745129,0.09607983371608167
AC_C_minus_A,recipient_last,10,87,-0.012186937119768954,0.0,0.044222647907549324,0.007953542059865492,0.007482496143757612,0.09861491578556084
AC_C_minus_A,recipient_last,11,87,-0.012508050035471204,0.0,0.0416338322207879,0.008707304196111086,0.00803848347444644,0.09630149990701516
AC_C_minus_A,recipient_last,12,87,-0.007048225265809859,0.0,0.045847411640736156,0.00958490988303875,0.008818453670233145,0.09671076101121372
AC_C_minus_A,recipient_last,13,87,-0.010682226040925103,0.0,0.04225135505035988,0.010286972697438865,0.009676335871904746,0.0985446830819838
AC_C_minus_A,recipient_last,14,87,-0.007824429150285393,0.0,0.03007792610224997,0.010916227581857264,0.010331515950718146,0.09898892844631885
AC_C_minus_A,recipient_last,15,87,-0.008744552314024547,0.0,0.0336340070548066,0.011813608137355453,0.011583536178216168,0.10244442667363339
AC_C_minus_A,recipient_last,16,87,-0.003665389685795225,0.0,0.025579204891669916,0.012722705030578306,0.012216211906794843,0.1003538737959187
AC_C_minus_A,recipient_last,17,87,-0.002182333976372905,0.0,0.017123897437942955,0.013723156318582338,0.013405783251784313,0.10192021976964734
AC_C_minus_A,recipient_last,18,87,-0.0021059281867125937,0.0,0.03233944170724932,0.014245218929203078,0.014365946424418482,0.10519860940850596
AC_C_minus_A,recipient_last,19,87,0.00017067224814974028,0.0,0.03549448002499745,0.015530883066955653,0.015482336625285533,0.1038380551263863
AC_C_minus_A,recipient_last,20,87,0.00040753382718426056,0.0,0.02874720458059481,0.017508148633200545,0.018229091475749838,0.10891801123954103
AC_C_minus_A,recipient_last,21,87,0.001600295647807505,0.0,0.02428462035014199,0.021309697251210267,0.021943813082815587,0.10691811596641544
AC_C_minus_A,recipient_last,22,87,0.0006002713123272205,0.0,0.019334867903968992,0.025841939038243788,0.026570569852302814,0.10666595263071213
