component,layer,mode,alpha,control_type,n,normal_margin_mean,intervened_margin_mean,delta_toward_yes_mean,no_to_yes_flips,no_to_yes_flip_rate
resid_post,20,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.656578947368421,0.002302631578947368,1,0.010526315789473684
resid_post,20,remove_positive,0.5,real_direction,95,-0.6588815789473684,1.5424342105263158,2.2013157894736843,92,0.968421052631579
resid_post,20,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6625,-0.003618421052631579,0,0.0
resid_post,20,remove_positive,1.0,real_direction,95,-0.6588815789473684,4.58125,5.240131578947368,95,1.0
resid_post,20,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6625,-0.003618421052631579,1,0.010526315789473684
resid_post,20,remove_positive,1.5,real_direction,95,-0.6588815789473684,8.263980263157896,8.922861842105263,95,1.0
resid_post,21,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6585526315789474,0.0003289473684210526,0,0.0
resid_post,21,remove_positive,0.5,real_direction,95,-0.6588815789473684,1.367763157894737,2.026644736842105,89,0.9368421052631579
resid_post,21,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
resid_post,21,remove_positive,1.0,real_direction,95,-0.6588815789473684,4.363815789473684,5.022697368421053,95,1.0
resid_post,21,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6601973684210526,-0.0013157894736842105,0,0.0
resid_post,21,remove_positive,1.5,real_direction,95,-0.6588815789473684,8.230592105263158,8.889473684210527,95,1.0
resid_post,22,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6569078947368421,0.001973684210526316,1,0.010526315789473684
resid_post,22,remove_positive,0.5,real_direction,95,-0.6588815789473684,1.6085526315789473,2.2674342105263157,93,0.9789473684210527
resid_post,22,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.65625,0.002631578947368421,0,0.0
resid_post,22,remove_positive,1.0,real_direction,95,-0.6588815789473684,4.7046052631578945,5.363486842105263,95,1.0
resid_post,22,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6532894736842105,0.005592105263157895,1,0.010526315789473684
resid_post,22,remove_positive,1.5,real_direction,95,-0.6588815789473684,8.473684210526315,9.132565789473684,95,1.0
resid_post,23,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6578947368421053,0.000986842105263158,0,0.0
resid_post,23,remove_positive,0.5,real_direction,95,-0.6588815789473684,1.636513157894737,2.295394736842105,93,0.9789473684210527
resid_post,23,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
resid_post,23,remove_positive,1.0,real_direction,95,-0.6588815789473684,4.698684210526316,5.357565789473684,95,1.0
resid_post,23,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6578947368421053,0.000986842105263158,0,0.0
resid_post,23,remove_positive,1.5,real_direction,95,-0.6588815789473684,8.551809210526315,9.210690789473684,95,1.0
resid_post,24,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
resid_post,24,remove_positive,0.5,real_direction,95,-0.6588815789473684,1.7786184210526317,2.4375,93,0.9789473684210527
resid_post,24,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
resid_post,24,remove_positive,1.0,real_direction,95,-0.6588815789473684,4.936184210526315,5.595065789473685,95,1.0
resid_post,24,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6588815789473684,0.0,0,0.0
resid_post,24,remove_positive,1.5,real_direction,95,-0.6588815789473684,8.766611842105263,9.425493421052632,95,1.0
resid_post,25,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6516447368421052,0.007236842105263158,1,0.010526315789473684
resid_post,25,remove_positive,0.5,real_direction,95,-0.6588815789473684,2.0220394736842104,2.6809210526315788,94,0.9894736842105263
resid_post,25,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6476973684210526,0.01118421052631579,1,0.010526315789473684
resid_post,25,remove_positive,1.0,real_direction,95,-0.6588815789473684,5.4144736842105265,6.073355263157895,95,1.0
resid_post,25,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6457236842105263,0.013157894736842105,2,0.021052631578947368
resid_post,25,remove_positive,1.5,real_direction,95,-0.6588815789473684,9.389309210526315,10.048190789473685,95,1.0
resid_post,26,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.65,0.008881578947368421,1,0.010526315789473684
resid_post,26,remove_positive,0.5,real_direction,95,-0.6588815789473684,2.1398026315789473,2.7986842105263157,94,0.9894736842105263
resid_post,26,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6421052631578947,0.016776315789473684,2,0.021052631578947368
resid_post,26,remove_positive,1.0,real_direction,95,-0.6588815789473684,5.5855263157894735,6.244407894736842,95,1.0
resid_post,26,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6375,0.02138157894736842,1,0.010526315789473684
resid_post,26,remove_positive,1.5,real_direction,95,-0.6588815789473684,9.589309210526316,10.248190789473684,95,1.0
resid_post,27,remove_positive,0.5,random_direction_0,95,-0.6588815789473684,-0.6582236842105263,0.0006578947368421052,0,0.0
resid_post,27,remove_positive,0.5,real_direction,95,-0.6588815789473684,2.225657894736842,2.8845394736842107,94,0.9894736842105263
resid_post,27,remove_positive,1.0,random_direction_0,95,-0.6588815789473684,-0.6582236842105263,0.0006578947368421052,0,0.0
resid_post,27,remove_positive,1.0,real_direction,95,-0.6588815789473684,5.14983552631579,5.808717105263158,95,1.0
resid_post,27,remove_positive,1.5,random_direction_0,95,-0.6588815789473684,-0.6569078947368421,0.001973684210526316,0,0.0
resid_post,27,remove_positive,1.5,real_direction,95,-0.6588815789473684,8.019407894736842,8.678289473684211,95,1.0
