selection_name,layer,k,alpha,control_type,n,normal_margin_mean,patched_margin_mean,delta_toward_no_mean,delta_toward_no_median,yes_to_no_flips,yes_to_no_flip_rate,patched_no_count,patched_no_rate,normal_yes_rate,num_layers_patched,num_neurons_patched
layerwise_ci_top,22,5,1.0,random_neurons_0,95,0.7651315789473684,0.7700657894736842,-0.004934210526315789,0.0,0,0.0,0,0.0,1.0,1,5
layerwise_ci_top,23,200,1.0,random_neurons_0,95,0.7651315789473684,0.7700657894736842,-0.004934210526315789,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_ci_top,27,1,1.0,ci_top_neurons,95,0.7651315789473684,0.7700657894736842,-0.004934210526315789,0.0,0,0.0,0,0.0,1.0,1,1
layerwise_ci_top,27,5,1.0,ci_top_neurons,95,0.7651315789473684,0.7700657894736842,-0.004934210526315789,0.0,0,0.0,0,0.0,1.0,1,5
layerwise_ci_top,27,50,1.0,random_neurons_2,95,0.7651315789473684,0.7700657894736842,-0.004934210526315789,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_ci_top,20,500,1.0,random_neurons_0,95,0.7651315789473684,0.7703947368421052,-0.005263157894736842,0.0,0,0.0,0,0.0,1.0,1,500
layerwise_ci_top,26,200,1.0,random_neurons_2,95,0.7651315789473684,0.7707236842105263,-0.005592105263157895,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_ci_top,27,20,1.0,random_neurons_1,95,0.7651315789473684,0.7707236842105263,-0.005592105263157895,0.0,0,0.0,0,0.0,1.0,1,20
global_multilayer_ci_top,multi,50,1.0,random_neurons_1,95,0.7651315789473684,0.7710526315789473,-0.0059210526315789476,0.0,0,0.0,0,0.0,1.0,5,50
layerwise_ci_top,20,200,1.0,random_neurons_2,95,0.7651315789473684,0.7710526315789473,-0.0059210526315789476,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_ci_top,26,100,1.0,random_neurons_2,95,0.7651315789473684,0.7710526315789473,-0.0059210526315789476,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_ci_top,20,5,1.0,random_neurons_2,95,0.7651315789473684,0.7713815789473685,-0.00625,0.0,0,0.0,0,0.0,1.0,1,5
layerwise_ci_top,22,50,1.0,random_neurons_2,95,0.7651315789473684,0.7720394736842106,-0.006907894736842105,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_ci_top,23,100,1.0,random_neurons_1,95,0.7651315789473684,0.7720394736842106,-0.006907894736842105,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_ci_top,27,10,1.0,ci_top_neurons,95,0.7651315789473684,0.7720394736842106,-0.006907894736842105,0.0,0,0.0,0,0.0,1.0,1,10
layerwise_ci_top,27,500,1.0,random_neurons_2,95,0.7651315789473684,0.7720394736842106,-0.006907894736842105,0.0,0,0.0,0,0.0,1.0,1,500
layerwise_ci_top,22,20,1.0,random_neurons_2,95,0.7651315789473684,0.7723684210526316,-0.007236842105263158,0.0,0,0.0,0,0.0,1.0,1,20
layerwise_ci_top,23,500,1.0,random_neurons_0,95,0.7651315789473684,0.7723684210526316,-0.007236842105263158,0.0,0,0.0,0,0.0,1.0,1,500
layerwise_ci_top,22,50,1.0,random_neurons_1,95,0.7651315789473684,0.7726973684210526,-0.007565789473684211,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_ci_top,20,1,1.0,ci_top_neurons,95,0.7651315789473684,0.7730263157894737,-0.007894736842105263,0.0,0,0.0,0,0.0,1.0,1,1
layerwise_ci_top,20,100,1.0,random_neurons_1,95,0.7651315789473684,0.7730263157894737,-0.007894736842105263,0.0,0,0.0,0,0.0,1.0,1,100
global_multilayer_ci_top,multi,100,1.0,random_neurons_0,95,0.7651315789473684,0.775,-0.009868421052631578,0.0,0,0.0,0,0.0,1.0,5,100
layerwise_ci_top,26,500,1.0,random_neurons_2,95,0.7651315789473684,0.7756578947368421,-0.010526315789473684,0.0,0,0.0,0,0.0,1.0,1,500
layerwise_ci_top,27,100,1.0,random_neurons_0,95,0.7651315789473684,0.7756578947368421,-0.010526315789473684,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_ci_top,22,500,1.0,random_neurons_0,95,0.7651315789473684,0.7759868421052631,-0.010855263157894738,0.0,0,0.0,0,0.0,1.0,1,500
layerwise_ci_top,27,500,1.0,random_neurons_0,95,0.7651315789473684,0.7776315789473685,-0.0125,0.0,0,0.0,0,0.0,1.0,1,500
layerwise_ci_top,26,200,1.0,random_neurons_0,95,0.7651315789473684,0.7782894736842105,-0.013157894736842105,0.0,0,0.0,0,0.0,1.0,1,200
global_multilayer_ci_top,multi,100,1.0,random_neurons_1,95,0.7651315789473684,0.7792763157894737,-0.014144736842105264,0.0,0,0.0,0,0.0,1.0,5,100
layerwise_ci_top,23,500,1.0,random_neurons_2,95,0.7651315789473684,0.7799342105263158,-0.014802631578947368,0.0,0,0.0,0,0.0,1.0,1,500
layerwise_ci_top,20,200,1.0,random_neurons_1,95,0.7651315789473684,0.7865131578947369,-0.02138157894736842,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_ci_top,27,500,1.0,ci_top_neurons,95,0.7651315789473684,1.2299342105263158,-0.46480263157894736,-0.4375,0,0.0,0,0.0,1.0,1,500
