selection_name,layer,k,alpha,control_type,selection_source,delta_source,intervention,n,normal_margin_mean,patched_margin_mean,delta_toward_no_mean,delta_toward_no_median,yes_to_no_flips,yes_to_no_flip_rate,patched_no_count,patched_no_rate,normal_yes_rate,num_layers_patched,num_neurons_patched
global_multilayer_top_delta_steer,multi,50,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7733552631578947,-0.008223684210526315,0.0,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,22,50,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7733552631578947,-0.008223684210526315,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,100,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7733552631578947,-0.008223684210526315,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,22,100,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7733552631578947,-0.008223684210526315,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,100,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7733552631578947,-0.008223684210526315,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,50,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7733552631578947,-0.008223684210526315,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,20,100,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7736842105263158,-0.008552631578947369,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,50,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7736842105263158,-0.008552631578947369,0.0,0,0.0,0,0.0,1.0,1,50
global_multilayer_top_delta_steer,multi,100,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7740131578947368,-0.008881578947368421,0.0,0,0.0,0,0.0,1.0,5,100
global_multilayer_top_delta_steer,multi,200,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7743421052631579,-0.009210526315789473,0.0,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,26,200,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7743421052631579,-0.009210526315789473,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,23,50,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.774671052631579,-0.009539473684210526,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,200,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.774671052631579,-0.009539473684210526,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,50,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.774671052631579,-0.009539473684210526,0.0,0,0.0,0,0.0,1.0,1,50
global_multilayer_top_delta_steer,multi,50,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7753289473684211,-0.010197368421052632,0.0,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,20,50,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7753289473684211,-0.010197368421052632,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,50,0.25,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7753289473684211,-0.010197368421052632,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,100,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7753289473684211,-0.010197368421052632,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,50,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7753289473684211,-0.010197368421052632,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,200,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7753289473684211,-0.010197368421052632,0.0,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,100,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7756578947368421,-0.010526315789473684,0.0,0,0.0,0,0.0,1.0,5,100
layerwise_top_delta_steer,23,200,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7759868421052631,-0.010855263157894738,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,200,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7759868421052631,-0.010855263157894738,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,22,50,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7763157894736842,-0.01118421052631579,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,27,100,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7763157894736842,-0.01118421052631579,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,100,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7766447368421052,-0.011513157894736841,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,200,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7766447368421052,-0.011513157894736841,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,50,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7766447368421052,-0.011513157894736841,0.0,0,0.0,0,0.0,1.0,1,50
global_multilayer_top_delta_steer,multi,50,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7769736842105263,-0.011842105263157895,0.0,0,0.0,0,0.0,1.0,5,50
global_multilayer_top_delta_steer,multi,200,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7773026315789474,-0.012171052631578947,0.0,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,22,200,0.25,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7773026315789474,-0.012171052631578947,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,20,200,0.25,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7779605263157895,-0.012828947368421053,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,27,200,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7779605263157895,-0.012828947368421053,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,23,50,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7782894736842105,-0.013157894736842105,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,50,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7792763157894737,-0.014144736842105264,0.0,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,23,200,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7792763157894737,-0.014144736842105264,0.0,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,23,100,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7799342105263158,-0.014802631578947368,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,27,50,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7799342105263158,-0.014802631578947368,-0.03125,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,20,100,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.78125,-0.01611842105263158,-0.03125,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,200,0.25,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.78125,-0.01611842105263158,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,22,100,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.78125,-0.01611842105263158,0.0,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,23,200,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.781578947368421,-0.01644736842105263,-0.03125,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,200,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7822368421052631,-0.017105263157894738,-0.03125,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,23,50,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7825657894736842,-0.017434210526315788,-0.03125,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,26,200,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7825657894736842,-0.017434210526315788,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,20,50,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7828947368421053,-0.017763157894736842,-0.03125,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,200,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7828947368421053,-0.017763157894736842,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,23,50,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7838815789473684,-0.01875,-0.03125,0,0.0,0,0.0,1.0,1,50
global_multilayer_top_delta_steer,multi,50,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7845394736842105,-0.019407894736842107,-0.03125,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,20,200,0.5,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7848684210526315,-0.019736842105263157,-0.03125,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,200,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7851973684210526,-0.02006578947368421,-0.03125,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,22,100,0.5,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7851973684210526,-0.02006578947368421,-0.03125,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,50,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7858552631578948,-0.020723684210526314,-0.03125,0,0.0,0,0.0,1.0,1,50
global_multilayer_top_delta_steer,multi,200,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7868421052631579,-0.021710526315789475,-0.03125,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,26,200,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7881578947368421,-0.023026315789473683,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,22,200,0.5,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7888157894736842,-0.02368421052631579,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,22,200,0.25,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7891447368421053,-0.02401315789473684,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,20,100,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7901315789473684,-0.025,-0.03125,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,200,0.5,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7917763157894737,-0.026644736842105263,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,22,100,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7917763157894737,-0.026644736842105263,-0.03125,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,26,200,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7930921052631579,-0.027960526315789474,-0.03125,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,50,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7934210526315789,-0.028289473684210528,-0.03125,0,0.0,0,0.0,1.0,5,50
layerwise_top_delta_steer,22,50,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7944078947368421,-0.029276315789473685,-0.03125,0,0.0,0,0.0,1.0,1,50
layerwise_top_delta_steer,22,200,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7960526315789473,-0.030921052631578946,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,22,100,1.0,random_base_source_0,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.7990131578947368,-0.03388157894736842,-0.03125,0,0.0,0,0.0,1.0,1,100
layerwise_top_delta_steer,20,200,0.25,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.8019736842105263,-0.03684210526315789,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,20,200,1.0,random_ci_source_0,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.8023026315789473,-0.037171052631578945,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,26,50,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.8026315789473685,-0.0375,-0.03125,0,0.0,0,0.0,1.0,1,50
global_multilayer_top_delta_steer,multi,200,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.8069078947368421,-0.04177631578947368,-0.03125,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,22,200,0.5,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.8072368421052631,-0.042105263157894736,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,22,200,1.0,random_base_source_1,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.8095394736842105,-0.044407894736842105,-0.03125,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,20,200,1.0,random_ci_source_1,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.8167763157894737,-0.051644736842105264,-0.0625,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,22,200,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.8263157894736842,-0.06118421052631579,-0.0625,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,20,200,0.5,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.8348684210526316,-0.06973684210526315,-0.0625,0,0.0,0,0.0,1.0,1,200
layerwise_top_delta_steer,22,200,1.0,random_ci_source_2,random_ci,ci,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.8457236842105263,-0.0805921052631579,-0.09375,0,0.0,0,0.0,1.0,1,200
global_multilayer_top_delta_steer,multi,200,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.8463815789473684,-0.08125,-0.09375,0,0.0,0,0.0,1.0,5,200
layerwise_top_delta_steer,20,200,1.0,random_base_source_2,random_base,base,add_source_D_minus_A_neuron_delta_to_base,95,0.7651315789473684,0.9009868421052631,-0.13585526315789473,-0.125,0,0.0,0,0.0,1.0,1,200
